0.0	1	010011
0.577882943223	0	010210
0.534098677346	0	000210
0.514988916189	0	000001
0.477052739943	1	000001
0.482977864505	0	000001
0.48498698857	0	000120
0.496023516955	0	010021
0.479993826031	1	110000
0.488011395303	0	010102
0.519965456504	0	100000
0.48000143873	0	000100
0.512015842796	1	000102
0.455995803936	0	100100
0.53592642361	0	001010
0.488017820701	0	001102
0.464063379564	1	101000
0.519923621578	0	000100
0.480087413344	0	011021
0.495938240754	0	101100
0.496047751879	1	100021
0.487911382592	0	000020
0.544096875441	0	100000
0.463991931935	0	001000
0.487902023861	1	001100
0.536081680772	0	100000
0.528017317843	0	110100
0.448003936254	0	101102
0.464014839875	1	010100
0.527990568634	0	000020
0.528006981334	0	000101
0.474870968238	0	000000
0.50909452179	1	100000
0.442910481639	0	000102
0.50108037474	0	001000
0.503989683046	0	010102
0.464014630351	1	000010
0.520035088258	0	000002
0.543986246855	0	100000
0.487901255607	0	001002
0.504092070361	1	010000
0.499022571304	0	000110
0.532991483554	0	000102
0.504004279874	0	010000
0.503985911617	1	101000
0.487987998475	0	010102
0.5120990936	0	000000
0.479979648251	0	001100
0.496023097908	1	101000
0.495856875664	0	101000
0.528119425793	0	001000
0.479917908561	0	000100
0.504019156066	1	100000
0.504031308448	0	110112
0.527893628939	0	000002
0.488008671493	0	010100
0.600056222229	1	000000
0.448057644198	0	011020
0.479974479997	0	100100
0.448051707689	0	000121
0.495937332817	1	011020
0.511984903109	0	001101
0.536008976001	0	010000
0.464000592254	0	010101
0.511963182472	1	000021
0.456043854736	0	000021
0.562999836571	0	100120
0.492979414982	0	100121
0.504017619558	1	000000
0.463985436697	0	001012
0.559912223481	0	101102
0.511966465012	0	101000
0.512112852332	1	000002
0.4400266654	0	001100
0.49095297028	0	101000
0.493019922923	0	000112
0.512017588828	1	011112
0.483008524826	0	000100
0.533152607384	0	000000
0.479737299014	0	001002
0.515109182871	1	110000
0.468951989708	0	101020
0.504055613213	0	100020
0.496235415395	0	011021
0.511633811001	1	000000
0.456275867464	0	000002
0.49582551693	0	001112
0.567966668948	0	011102
0.487991071491	1	000010
0.464166535132	0	101100
0.479953387931	0	001000
0.490914976624	0	100112
0.476919203418	1	110000
0.45911421703	0	000121
0.525418733387	0	000120
0.519483411998	0	010020
0.456078076962	1	000000
0.47993041015	0	100002
0.568075621343	0	011100
0.560011956827	0	000002
0.511987836443	1	010000
0.44804248864	0	110101
0.527988054348	0	111021
0.535954709328	0	101120
0.480008911747	1	111000
0.495998024889	0	000001
0.495948647105	0	000000
0.496025891559	0	010001
0.46392607161	1	100001
0.520095920012	0	010100
0.511992865015	0	010010
0.488024036574	0	002100
0.487947560374	1	012101
0.488043173085	0	110000
0.504038851307	0	102111
0.528020879749	0	012000
0.447982355299	1	000001
0.495949764565	0	020010
0.575951342978	0	101011
0.480021692701	0	000000
0.511968280885	1	001000
0.496194488406	0	000000
0.447906088623	0	001010
0.432067762802	0	210000
0.311924630086	1	200001
0.259015740827	0	000100
